,X,y
19858,18th-century,
19859,19th-century,
19860,the 19th century,
19861,1999,
19862,0-7525-6139-1,
19863,1973,
19864,0-7134-1304-2,
19865,2005,
19866,0-19-821737-4,
19867,1169–1534,
19868,1987,
19869,1979,
19870,1985,
19871,"the 18th Century, 1973",
19872,2016,
19873,9781400874064,
19874,Nov. 1989,
19875,2000,
19876,1993,
19877,2017,
19878,1999,
19879,2001,
19880,1990,
19881,1989,
19882,1600–1972,
19883,1988,
19884,1975,
19885,1980,
19886,"Topic 13, 1967",
19887,1972,
19888,1760–1801,
19889,1979,
19890,2001,
19891,1994,
19892,1988,
19893,2001,
19894,1921,
19895,1972,
19896,1782–1992,
19897,1994,
19898,2006,
19899,Milano 2006,
19900,88-8335-794-9,
19901,2007,
19902,1976,
19903,1998,
19904,9781901421101,
19905,T. 2004,
19906,1922-2001,
19907,2016,
19908,1996,
19909,1994,
19910,1968,
19911,1980,
19912,1485-1945,
19913,1945-1969,
19914,1969,
19915,2011,
19916,2013,
19917,2012,
19918,2001,
19919,2001,
19920,2005,
19921,1916,
19922,2012,
19923,2012,
19924,2015,
19925,1888,
19926,1896,
19927,1665 – 1797,
19928,2500 Years,
19929,"March 21, 2020",
19930,May 1996,
19931,the 5th to 8th centuries,
19932,100–300 AD,
19933,the end of the period,
19934,winter,
19935,the 9th century,
19936,the 5th century,
19937,the later 19th century,
19938,the early 6th century,
19939,the mid 6th century,
19940,the 8th century,
19941,the 7th century,
19942,the 2nd century,
19943,the 8th,
19944,2016,
19945,9781137430595,
19946,1925,
19947,1014,
19948,1889,
19949,1989,
19950,0-19-822970-4,
19951,1979,
19952,0-7171-0915-1,
19953,2008,
19954,2017,
19955,1972,
19956,0-7171-0559-8,
19957,many centuries,
19958,AD 476,
19959,1871,
19960,the centuries,
19961,the mid-19th century,
19962,1861,
19963,1915,
19964,1922,
19965,1946,
19966,the 21st century,
19967,"850,000 years ago",
19968,"50,000 years ago",
19969,"48,000 years ago",
19970,November 2011,
19971,1964,
19972,the late 3rd,
19973,the early 2nd,
19974,the late 2nd millennium,
19975,the early 1st,
19976,the end of the third millennium,
19977,18th century,
19978,the 2nd century AD,
19979,Today,
19980,around the 8th century,
19981,the 8th century,
19982,2013,
19983,the 6th century,
19984,the 6th century,
19985,the first half of the 5th century,
19986,A few years later,
19987,the 4th century,
19988,the 10th century,
19989,the mid-first,
19990,the early first century,
19991,the subsequent centuries,
19992,the eighth and seventh centuries,
19993,the final quarter of the 6th century,
19994,243 years,
19995,almost 35 years,
19996,21 April,
19997,annually,
19998,the 4th century,
19999,the 3rd century,
20000,the 2nd century,
20001,the early 2nd century,
20002,the end of the 2nd century,
20003,Goths,
20004,four decades,
20005,that year,
20006,the first centuries,
20007,the month of August,
20008,200 years,
20009,the 1st and 2nd century,
20010,68 AD the year,
20011,The seventy years,
20012,the second half of the 1st century,
20013,the first half of the 2nd century,
20014,a few years,
20015,thirteen centuries later,
20016,Decades later,
20017,1061,
20018,the 11th century,
20019,1122,
20020,1176,
20021,six-century-old,
20022,1130,
20023,1155,
20024,1158,
20025,1194,
20026,the 19th century,
20027,Between the 12th and 13th centuries,
20028,the 13th and 14th centuries,
20029,the 10th to the 13th centuries,
20030,the late Middle Ages,
20031,many centuries,
20032,the late Middle Ages,
20033,1348,
20034,15th–16th centuries,
20035,centuries,
20036,the 16th century,
20037,the 9th century,
20038,the 14th century,
20039,the 15th century,
20040,15th-century,
20041,the early 16th century,
20042,centuries,
20043,the 17th century,
20044,the beginning of the Age of Discovery,
20045,1497,
20046,about 1501,
20047,1524,
20048,the 14th century,
20049,the 13th century,
20050,the 15th century,
20051,1406,
20052,the 15th century,
20053,the early 15th century,
20054,decades,
20055,1454,
20056,centuries,
20057,the next forty years,
20058,the 15th century,
20059,the beginning of the 15th century,
20060,the years,
20061,1494,
20062,1525,
20063,years,
20064,1559,
20065,1499,
20066,1509,
20067,1528,
20068,6 May 1527,
20069,the 1700s,
20070,1814,
20071,the late 18th century,
20072,the 1600s and 1700s,
20073,1600,
20074,1870,
20075,17th century,
20076,The 17th century,
20077,the Thirty Years' War,
20078,Neapolitan 1647,
20079,the century,
20080,1630,
20081,1656,
20082,1700,
20083,18th century,
20084,1701–1714,
20085,1738,
20086,the end of the 18th century,
20087,the 16th century,
20088,1796,
20089,9 April,
20090,only two weeks,
20091,15 May,
20092,1797,
20093,about a week,
20094,1797–99,
20095,only five months,
20096,1805,
20097,1805,
20098,that year,
20099,1806,
20100,1808,
20101,1808,
20102,1809,
20103,6 April 1814,
20104,1814,
20105,1795,
20106,the Hundred Days,
20107,nearly two decades,
20108,centuries,
20109,1797,
20110,the Tricolour Day,
20111,1789,
20112,seven years,
20113,1796,
20114,the beginning and end,
20115,1815,
20116,1871,
20117,1815,
20118,1820,
20119,1812,
20120,the decades,
20121,1821,
20122,present-day,
20123,1827,
20124,the following years,
20125,1840,
20126,1843,
20127,the 19th century,
20128,1820,
20129,1858,
20130,1847,
20131,1946,
20132,1831,
20133,1830,
20134,the year,
20135,1848,
20136,1834,
20137,fourteen years,
20138,1848,
20139,1848,
20140,1871,
20141,between 1871 and 1872,
20142,almost ten years,
20143,1861–1922,
20144,17 March 1861,
20145,1866,
20146,1870,
20147,the 19th century,
20148,the 19th century,
20149,1848,
20150,1861,
20151,1876,
20152,the 1880s,
20153,1876,
20154,1877,
20155,1881,
20156,1882,
20157,1887,
20158,years,
20159,six years,
20160,1887,
20161,1891,
20162,1893,
20163,1896,
20164,the days,
20165,1 March 1896,
20166,1882,
20167,1915,
20168,1888,
20169,1877,
20170,eight years later,
20171,one year,
20172,the 1870s,
20173,1880s,
20174,1888,
20175,From 1901 to 1914,
20176,between the 19th and 20th centuries,
20177,the last two decades of the 19th century,
20178,1895–1896,
20179,1911,
20180,June 1914,
20181,only two days later,
20182,1915,
20183,1848,
20184,six months,
20185,spring 1915,
20186,May 1915,
20187,three years,
20188,1916,
20189,less than two weeks later,
20190,1918,
20191,1919,
20192,1920,
20193,1924,
20194,1915,
20195,23 March 1919,
20196,1919,
20197,1915,
20198,the two years,
20199,1921,
20200,1920,
20201,1921,
20202,October 1922,
20203,March,
20204,1923,
20205,1924,
20206,the next four years,
20207,24 December 1925,
20208,1928,
20209,1940,
20210,the 1930s,
20211,the early years,
20212,1929,
20213,1860,
20214,1922,
20215,1929,
20216,1929,
20217,Vatican 1750 million,
20218,1860,
20219,1931,
20220,1896,
20221,centuries,
20222,1923,
20223,1925,
20224,1935 to 1936,
20225,1940,
20226,June 1934,
20227,1935,
20228,11 December 1937,
20229,1938,
20230,1938,
20231,March 1939,
20232,7 April 1939,
20233,1939,
20234,May 1939,
20235,1 September 1939,
20236,June 1940,
20237,10 June 1940,
20238,22 June,
20239,summer 1940,
20240,September,
20241,28 October,
20242,two weeks,
20243,1942,
20244,late 1942,
20245,1943,
20246,January of the same year,
20247,July 1943,
20248,25 July,
20249,June 1940,
20250,the next three years,
20251,100 years,
20252,September 1943,
20253,4 June 1944,
20254,the spring,
20255,1945,
20256,2 May,
20257,8 May,
20258,between September 1943,
20259,April 1945,
20260,27 April 1945,
20261,the next day,
20262,Days later,
20263,2 May 1945,
20264,some nine months,
20265,9 June 1944,
20266,70-year-old,
20267,June 1945,
20268,4 December 1945,
20269,9 May 1946,
20270,one-month-long,
20271,18 June 1946,
20272,ten days later,
20273,13 October 1943,
20274,1946,
20275,the previous twenty years,
20276,2 June 1946,
20277,2002,
20278,1947,
20279,1950,
20280,1 July 1960,
20281,today,
20282,1975,
20283,1947,
20284,1948,
20285,forty years,
20286,1950,
20287,1957,
20288,the subsequent decades,
20289,1953,
20290,1938,
20291,annual,
20292,between 1948 and 1955,
20293,the 1950s and 1960s,
20294,later 1973,
20295,between 1951 and 1963,
20296,between 1964 and 1973,
20297,Between 1955 and 1971,
20298,Years of Lead,
20299,the 1970s,
20300,1969-80,
20301,1969,
20302,1977,
20303,the 1980s,
20304,the end of the Lead years,
20305,1992,
20306,between 1992–93,
20307,1992,
20308,23 May,
20309,19 July,
20310,One year later,
20311,May–July 1993,
20312,between 1992-94,
20313,1994,
20314,December 1994,
20315,early-1996,
20316,1996,
20317,October 1998,
20318,April 2000,
20319,April 2000,
20320,June 2001,
20321,That same year,
20322,five-year,
20323,2006,
20324,2005,
20325,the first year,
20326,2008,
20327,2010,
20328,14 December 2010,
20329,November 2011,
20330,10-year,
20331,12 November 2011,
20332,2012,
20333,2013,
20334,24 and,
20335,February 2013,
20336,24 April,
20337,22 February 2014,
20338,300 days,
20339,39-year-old,
20340,December 2016,
20341,2018,
20342,only fourteen months,
20343,2020,
20344,March,
20345,May 2020,
20346,February 2021,
20347,13 February 2021,
20348,January 2022,
20349,seven-year,
20350,21 July 2022,
20351,22 October 2022,
20352,1985,
20353,1700,
20354,1998,
20355,2002,
20356,1796,
20357,2008,
20358,the Present Day,
20359,1963,
20360,2001,
20361,2002,
20362,1997,
20363,2010,
20364,1922–1933,
20365,2011,
20366,978-88-97372-05-9,
20367,1980,
20368,1997,
20369,2006,
20370,2002,
20371,2005,
20372,2004,
20373,1968,
20374,1969,
20375,1973,
20376,2002,
20377,1968,
20378,1989,
20379,1981,
20380,1981,
20381,1995,
20382,2005,
20383,1993,
20384,1530–1630,
20385,1988,
20386,1987,
20387,2002,
20388,1965,
20389,1972,
20390,1700–1860,
20391,1988,
20392,2002,
20393,2014,
20394,2003,
20395,2000,
20396,the nineteenth century,
20397,"54, March 2006
Hearder",
20398,the Age of the Risorgimento,
20399,1983,
20400,1971,
20401,2012,
20402,2015,
20403,2009,
20404,1994,
20405,2008,
20406,1998,
20407,Nineteenth-century,
20408,143746713,
20409,1974,
20410,1985,
20411,1971,
20412,2001,
20413,1911,
20414,1859,
20415,1860,
20416,1882-1922,
20417,"Greenwood, 2001",
20418,2005,
20419,1918-1940,
20420,"Greenwood, 1997",
20421,1982,
20422,1870-1896,
20423,2014,
20424,1984,
20425,2008,
20426,2017,
20427,1492-2015,
20428,1882–1922,
20429,2001,
20430,1989,
20431,12th ed. 1922,
20432,30-31-32,
20433,1911–1922,
20434,13th,
20435,1926,
20436,2011,
20437,1943–1988,
20438,2003,
20439,2002,
20440,1945 (2000,
20441,1999,
20442,1930s,
20443,1997,
20444,0-472-10895-6,
20445,1990,
20446,2013,
20447,2013,
20448,1860–1990 (1993,
20449,0-19-828773-9,
20450,11 February 2009,
20451,1): 187–203,
20452,159720673,
20453,2014,
20454,145319131,
20455,2012,
20456,2015,
20457,63,
20458,147390477,
20459,2015,
20460,2): 117–126,
20461,2010,
20462,2013,
20463,3,
20464,2009,
20465,20th century,
20466,1972,
20467,2016,
20468,19th Century Photography,
20469,approximately 600 AD,
20470,650 AD,
20471,roughly 800 AD,
20472,1494,
20473,1602,
20474,1655,
20475,the 18th century,
20476,1850,
20477,the 18th century,
20478,1760,
20479,1730s,
20480,5 May 1494,
20481,nearly a year,
20482,25 June 1503,
20483,one year,
20484,June 1504,
20485,decades,
20486,1509,
20487,A decade later,
20488,1503.In 1534,
20489,1872,
20490,the early 17th century,
20491,1507,
20492,1511,
20493,17th century,
20494,late 1654,
20495,April 1655,
20496,May 1655,
20497,1657,
20498,1658,
20499,1660,
20500,1670,
20501,17th-century,
20502,about 1740,
20503,the 1670s,
20504,1680s,
20505,the end of the 17th century,
20506,the 18th century,
20507,the beginning of the 18th century,
20508,1800,
20509,1655,
20510,the second half of the seventeenth century,
20511,the seventeenth century,
20512,the first few decades of the eighteenth century,
20513,the early eighteenth century,
20514,1661,
20515,the 20th century,
20516,1662,
20517,only ten weeks,
20518,two centuries,
20519,years,
20520,the 1670s,
20521,1680s,
20522,1688,
20523,1655,
20524,1657,
20525,1670,
20526,the 18th century,
20527,the 1670s and,
20528,1680s,
20529,7 June 1692,
20530,1703,
20531,1722,
20532,the late 18th century,
20533,18th century,
20534,the mid-17th century,
20535,the 18th century,
20536,1832,
20537,1:33,
20538,1834,
20539,the late seventeenth century,
20540,1673,
20541,1690,
20542,the 18th century,
20543,1728,
20544,1739–40,
20545,1739,
20546,years,
20547,1742,
20548,A year later,
20549,May 1760,
20550,the middle of the night,
20551,1795,
20552,eight-month,
20553,five months,
20554,December 1795,
20555,December,
20556,only three days,
20557,1 January 1796,
20558,mid-March,
20559,a few years,
20560,19th century,
20561,1798,
20562,the early nineteenth century,
20563,several years,
20564,1812,
20565,the 1820s,
20566,October 1824,
20567,the 1830s,
20568,1831,
20569,December 28,
20570,10 days,
20571,1853,
20572,1833,
20573,1831,
20574,1833,
20575,"August 1, 1834",
20576,the age of 6,
20577,4 years,
20578,1839,
20579,"August 1, 1838",
20580,1808,
20581,1834,
20582,1834,
20583,1840,
20584,the end of the 19th century,
20585,the early years of the 20th century,
20586,October 1865,
20587,7 October,
20588,Monday,
20589,A few days later,
20590,11 October,
20591,23 October,
20592,just two days,
20593,the 18th century,
20594,the last quarter of the century,
20595,the 1820s,
20596,1882,
20597,1828,
20598,1807,
20599,1 March 1808,
20600,1834,
20601,four years,
20602,The second half of the 19th century,
20603,1865,
20604,1865,
20605,1868,
20606,1895,
20607,the 1890s,
20608,Between 1865 and 1930,
20609,the 1920s,
20610,between 1865 and 1930,
20611,1910,
20612,the second half of the 19th century,
20613,1867,
20614,1890,
20615,1897,
20616,a year,
20617,the 1920s,
20618,1930s,
20619,1846,
20620,1865,
20621,two-centuries-old,
20622,1866,
20623,the late 19th century,
20624,1884,
20625,1870,
20626,1861,
20627,1900,
20628,the 1870s,
20629,1880s,
20630,Seventh-day,
20631,1900,
20632,1872,
20633,1692,
20634,1703,
20635,1716,
20636,1755,
20637,1780,
20638,1907,
20639,Early 20th century,
20640,1914,
20641,1929,
20642,the early 1930s,
20643,four-year,
20644,1923,
20645,five-year,
20646,1927,
20647,1935,
20648,five years later,
20649,the 1960s,
20650,1987,
20651,1930s,
20652,1930,
20653,the 1950s,
20654,the 1960s,
20655,1970s,
20656,the 1980s,
20657,1929,
20658,the 1930s,
20659,1938,
20660,twenty years,
20661,1938,
20662,three years earlier,
20663,1938,
20664,that year,
20665,1938,
20666,18 September 1938,
20667,1938,
20668,several years,
20669,1940,
20670,the 1940s,
20671,years,
20672,1938,
20673,1942,
20674,1943,
20675,the next quarter-century,
20676,1938,
20677,the early 1940s,
20678,20 November 1944,
20679,1944,
20680,1945,
20681,1962,
20682,1960s,
20683,two decades,
20684,1944,
20685,1962,
20686,1944,
20687,1949,
20688,1974,
20689,1949,
20690,the 1950s,
20691,1952,
20692,1955,
20693,May 1953,
20694,January 1955,
20695,1955,
20696,1956,
20697,11 November 1957,
20698,3 January 1958,
20699,July 1959,
20700,September 1961,
20701,1962,
20702,1961,
20703,early 1962,
20704,April,
20705,6 August 1962,
20706,the age of 78,
20707,the 1950s,
20708,1950,
20709,1960,
20710,1970,
20711,1950,
20712,1960,
20713,54 years later,
20714,February 1967,
20715,the same year,
20716,1967,
20717,1972,
20718,October 1968,
20719,the 1960s,
20720,1967,
20721,1968,
20722,Early 1968,
20723,That same year,
20724,1968,
20725,1968,
20726,1963,
20727,1974,
20728,1977,
20729,1970s,
20730,1980s,
20731,1972,
20732,1974,
20733,1974,
20734,a year,
20735,1973,
20736,18 years,
20737,between 1974,
20738,"April 22, 1978",
20739,1980,
20740,early the next year,
20741,a year later,
20742,October 1983,
20743,the end of 1983,
20744,1987,
20745,1988,
20746,1988,
20747,1989,
20748,1988,
20749,1988,
20750,1988,
20751,1951,
20752,1972,
20753,1976,
20754,1982,
20755,1991,
20756,1997,
20757,1999,
20758,1990s,
20759,2000s,
20760,18 years,
20761,1989,
20762,1980,
20763,1983,
20764,"January 15, 1989",
20765,1988,
20766,five-year,
20767,September 1988,
20768,1983,
20769,1984,
20770,five-year,
20771,1989,
20772,1992,
20773,the 1960s,
20774,18-year,
20775,the 1993 and 1997,
20776,1997,
20777,November 1997,
20778,1998,
20779,1993,
20780,1995,
20781,1997,
20782,Election day,
20783,1980,
20784,2002,
20785,26 February 2006,
20786,2007,
20787,"August 27, 2007",
20788,September 3,
20789,18 years,
20790,the 1990s,
20791,1993,
20792,1995,
20793,later in 1996,
20794,many years,
20795,11 September,
20796,each year,
20797,2007,
20798,2008,
20799,2007,
20800,2007,
20801,18 March 2007,
20802,one day,
20803,2005,
20804,June 2005,
20805,May 2008,
20806,2008,
20807,the late 1970s,
20808,the late 1980s and 1990s,
20809,the 1970s,
20810,the mid-1980s,
20811,the early 1990s,
20812,the 1990s,
20813,1988,
20814,The early 2000s,
20815,the late 2000s,
20816,2011,
20817,2014,
20818,65-day,
20819,2010s,
20820,the 2010s,
20821,2010,
20822,today,
20823,the 1990s,
20824,years,
20825,23 May 2010,
20826,May,
20827,23 June,
20828,2011,
20829,23 years,
20830,8 June 2012,
20831,the four years,
